insertId,"'labels.""commit-sha""","'labels.""gcb-build-id""","'labels.""gcb-trigger-id""","'labels.""gcb-trigger-region""",labels.instanceId,"'labels.""managed-by""",logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,textPayload,timestamp
6998b4470008eabbfa96c9fd,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | MongoDB pool: 10-100 connections","'2026-02-20T19:21:43.584379Z"
6998b4470008ea760fc0c3d6,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Application startup complete - Using gemini-2.5-flash-lite","'2026-02-20T19:21:43.584310Z"
6998b4470008ea2cfd68a01b,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.services.callback_monitor  | ✅ Callback monitor started (check every 30s, inactivity threshold: 90s)","'2026-02-20T19:21:43.584236Z"
6998b4470008e99bd7a59952,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.database                   | Database indexes created successfully","'2026-02-20T19:21:43.584091Z"
6998b4470008dc23ce52a6a8,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Callback monitor: Active (1.5min inactivity threshold)","'2026-02-20T19:21:43.580643Z"
6998b4470008dbc9eb6e3403,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Caching: Disabled","'2026-02-20T19:21:43.580553Z"
6998b4470008db4cc2d35414,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | MongoDB pool: 10-100 connections","'2026-02-20T19:21:43.580428Z"
6998b4470008dafbc5caed16,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Application startup complete - Using gemini-2.5-flash-lite","'2026-02-20T19:21:43.580347Z"
6998b4470008dab858afbcfe,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.services.callback_monitor  | ✅ Callback monitor started (check every 30s, inactivity threshold: 90s)","'2026-02-20T19:21:43.580280Z"
6998b4470008d9f1145e0fd2,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.database                   | Database indexes created successfully","'2026-02-20T19:21:43.580081Z"
6998b4470008d710ce7edfcb,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Callback monitor: Active (1.5min inactivity threshold)","'2026-02-20T19:21:43.579344Z"
6998b4470008d6bd502422a6,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Caching: Disabled","'2026-02-20T19:21:43.579261Z"
6998b4470008d67533b5373b,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | MongoDB pool: 10-100 connections","'2026-02-20T19:21:43.579189Z"
6998b4470008d62f0d7a0136,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Application startup complete - Using gemini-2.5-flash-lite","'2026-02-20T19:21:43.579119Z"
6998b4470008d5d6f953d10e,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.services.callback_monitor  | ✅ Callback monitor started (check every 30s, inactivity threshold: 90s)","'2026-02-20T19:21:43.579030Z"
6998b4470008d585a2a79aee,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Callback monitor: Active (1.5min inactivity threshold)","'2026-02-20T19:21:43.578949Z"
6998b4470008d546a0027a37,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.database                   | Database indexes created successfully","'2026-02-20T19:21:43.578886Z"
6998b4470008d540fd265c72,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Caching: Disabled","'2026-02-20T19:21:43.578880Z"
6998b4470008d501529917ae,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | MongoDB pool: 10-100 connections","'2026-02-20T19:21:43.578817Z"
6998b4470008d49d47fc6ef2,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.main                       | Application startup complete - Using gemini-2.5-flash-lite","'2026-02-20T19:21:43.578717Z"
6998b4470008d43510e8e202,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.services.callback_monitor  | ✅ Callback monitor started (check every 30s, inactivity threshold: 90s)","'2026-02-20T19:21:43.578613Z"
6998b4470008d3997c9fbc17,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.database                   | Database indexes created successfully","'2026-02-20T19:21:43.578457Z"
6998b447000881455717f2ed,3fa961b767e13a36f326a83d131d1fe738515aec,"'b0b3fd6b-b513-416f-90e9-6dc295cb6ad7","'e79628a4-0fd7-416d-ad83-b844f48731e8",global,00da6cd2c42e0dba1ac3cf783709f48d401ed18bdd884a6ae1a22b8206cf32236c0e568b25f0fa32c163793de907976c856895f36b57877db4d96274110281a8171bab8e96e941c168f9f5cc36,"'gcp-cloud-build-deploy-cloud-run","'projects/honeypot-485713/logs/run.googleapis.com%2Fstdout",,"'2026-02-20T19:21:43.840438639Z",honeypotscammer,"'asia-south2","'honeypot-485713","'honeypotscammer-00068-bkp",honeypotscammer,cloud_run_revision,"'[2026-02-20 19:21:43] INFO     | app.database                   | Pool size: 10-100","'2026-02-20T19:21:43.557381Z"
